slug,set,kind,external_i,name,display_na,sqmi,type,name_1,tempmean,tempmedian,tempstdev,ndvimean,ndvimedian,ndvistdev
tujunga,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),tujunga,Tujunga,Tujunga L.A. County Neighborhood (V5),10.01581771,segment-of-a-city,,35.63711315,36.07304001,3.58175975,0.157414539,0.154811457,0.049567243
unincorporated-catalina-island,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),unincorporated-catalina-island,Unincorporated Catalina Island,Unincorporated Catalina Island L.A. County Neighborhood (V5),72.50200303,unincorporated-area,,,,,,,
unincorporated-santa-monica-mountains,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),unincorporated-santa-monica-mountains,Unincorporated Santa Monica Mountains,Unincorporated Santa Monica Mountains L.A. County Neighborhood (V5),89.25608288,unincorporated-area,,31.74002752,31.29828644,3.135160048,0.197121857,0.191874996,0.049389859
unincorporated-santa-susana-mountains,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),unincorporated-santa-susana-mountains,Unincorporated Santa Susana Mountains,Unincorporated Santa Susana Mountains L.A. County Neighborhood (V5),78.10786888,unincorporated-area,,37.53320697,37.73330688,3.674245353,0.16271226,0.154707551,0.05515625
universal-city,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),universal-city,Universal City,Universal City L.A. County Neighborhood (V5),0.480371272,unincorporated-area,,34.10367289,33.85103607,1.680354311,0.105852536,0.091297254,0.072753958
university-park,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),university-park,University Park,University Park L.A. County Neighborhood (V5),1.167143547,segment-of-a-city,,37.24479287,37.58070374,1.585983764,0.102709141,0.090284467,0.067021266
valinda,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),valinda,Valinda,Valinda L.A. County Neighborhood (V5),2.006679891,unincorporated-area,,39.41474102,39.51063538,0.80659895,0.142300953,0.13598904,0.051868269
valley-glen,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),valley-glen,Valley Glen,Valley Glen L.A. County Neighborhood (V5),4.805544471,segment-of-a-city,,38.82873158,38.80299759,1.472414118,0.122229269,0.122608259,0.061142867
valley-village,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),valley-village,Valley Village,Valley Village L.A. County Neighborhood (V5),2.085399773,segment-of-a-city,,37.31523369,37.21890259,1.266621075,0.140331155,0.141807318,0.062556624
val-verde,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),val-verde,Val Verde,Val Verde L.A. County Neighborhood (V5),0.729575619,unincorporated-area,,40.61572359,40.77204514,1.326021843,0.16625606,0.157651559,0.040021068
van-nuys,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),van-nuys,Van Nuys,Van Nuys L.A. County Neighborhood (V5),8.990908919,segment-of-a-city,,39.91976337,39.74356079,1.565486347,0.099071939,0.091832086,0.063670886
venice,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),venice,Venice,Venice L.A. County Neighborhood (V5),3.170765841,segment-of-a-city,,32.74395792,33.19071579,1.664986436,0.117210515,0.111658677,0.075715479
vermont-knolls,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),vermont-knolls,Vermont Knolls,Vermont Knolls L.A. County Neighborhood (V5),1.141708822,segment-of-a-city,,38.89119624,39.04993057,0.651379233,0.082514035,0.082834922,0.038110593
vermont-slauson,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),vermont-slauson,Vermont-Slauson,Vermont-Slauson L.A. County Neighborhood (V5),1.442452565,segment-of-a-city,,39.26995937,39.3324852,0.687677131,0.084507079,0.082087904,0.03785949
vermont-square,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),vermont-square,Vermont Square,Vermont Square L.A. County Neighborhood (V5),2.544380157,segment-of-a-city,,39.226728,39.34521866,0.670789991,0.095014888,0.094405308,0.040085401
vermont-vista,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),vermont-vista,Vermont Vista,Vermont Vista L.A. County Neighborhood (V5),1.645532615,segment-of-a-city,,38.19831242,38.55133438,1.184961084,0.090785464,0.0911512,0.044677099
vernon,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),vernon,Vernon,Vernon L.A. County Neighborhood (V5),5.223802834,standalone-city,,40.24320004,40.4399147,2.05092176,0.029679463,0.024876809,0.021321674
veterans-administration,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),veterans-administration,Veterans Administration,Veterans Administration L.A. County Neighborhood (V5),0.911282078,unincorporated-area,,33.2324808,33.67048645,2.067821715,0.215198064,0.17311506,0.145022212
view-park-windsor-hills,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),view-park-windsor-hills,View Park-Windsor Hills,View Park-Windsor Hills L.A. County Neighborhood (V5),1.841974847,unincorporated-area,,35.69647142,35.78770828,0.882395846,0.141363638,0.138715044,0.04641042
vincent,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),vincent,Vincent,Vincent L.A. County Neighborhood (V5),1.479028461,unincorporated-area,,40.05026365,40.12805939,0.714287146,0.1318937,0.130649537,0.04708365
walnut,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),walnut,Walnut,Walnut L.A. County Neighborhood (V5),9.013030619,standalone-city,,36.84667486,36.75440979,1.751263513,0.158105005,0.148528755,0.060839575
walnut-park,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),walnut-park,Walnut Park,Walnut Park L.A. County Neighborhood (V5),0.734515844,unincorporated-area,,38.54802125,38.53425217,0.456149438,0.105338709,0.108255878,0.03642376
watts,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),watts,Watts,Watts L.A. County Neighborhood (V5),2.122397318,segment-of-a-city,,38.35757555,38.40608597,0.763305393,0.108820437,0.105955847,0.042765679
west-adams,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),west-adams,West Adams,West Adams L.A. County Neighborhood (V5),1.482008194,segment-of-a-city,,36.75895488,36.73926163,0.706632193,0.105289217,0.108288161,0.044775303
west-carson,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),west-carson,West Carson,West Carson L.A. County Neighborhood (V5),2.279061382,unincorporated-area,,37.81583269,37.80202866,0.958561704,0.087276447,0.087796897,0.041532618
westchester,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),westchester,Westchester,Westchester L.A. County Neighborhood (V5),10.80921171,segment-of-a-city,,34.31098172,34.38233948,1.3026399,0.093990951,0.086059242,0.073829876
west-compton,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),west-compton,West Compton,West Compton L.A. County Neighborhood (V5),1.654364072,unincorporated-area,,39.60871136,39.59749985,1.026955381,0.059415531,0.042034045,0.049102781
west-covina,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),west-covina,West Covina,West Covina L.A. County Neighborhood (V5),16.11455892,standalone-city,,37.96989778,38.59828949,2.213470314,0.149533228,0.144332916,0.067424316
west-hills,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),west-hills,West Hills,West Hills L.A. County Neighborhood (V5),8.528078359,segment-of-a-city,,38.8042702,39.08607864,1.546650079,0.168084557,0.164904132,0.05412875
west-hollywood,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),west-hollywood,West Hollywood,West Hollywood L.A. County Neighborhood (V5),1.887299832,standalone-city,,36.65327028,36.7955246,1.153008468,0.118596471,0.110633239,0.061324842
westlake,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),westlake,Westlake,Westlake L.A. County Neighborhood (V5),2.717305535,segment-of-a-city,,38.37496203,38.65589523,1.408639308,0.071837767,0.06436421,0.0450457
westlake-village,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),westlake-village,Westlake Village,Westlake Village L.A. County Neighborhood (V5),5.646421929,standalone-city,,34.9748106,34.97070313,2.977387403,0.164777657,0.161324337,0.082890578
west-los-angeles,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),west-los-angeles,West Los Angeles,West Los Angeles L.A. County Neighborhood (V5),1.049573132,segment-of-a-city,,34.48556374,34.31618881,0.922844859,0.145049688,0.155498758,0.06038146
westmont,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),westmont,Westmont,Westmont L.A. County Neighborhood (V5),1.843815835,unincorporated-area,,38.78437973,39.00951385,0.733184488,0.099200199,0.097682834,0.037088194
west-puente-valley,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),west-puente-valley,West Puente Valley,West Puente Valley L.A. County Neighborhood (V5),1.856624473,unincorporated-area,,39.95393228,40.04998398,0.73923163,0.133974022,0.127517819,0.053068971
west-san-dimas,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),west-san-dimas,West San Dimas,West San Dimas L.A. County Neighborhood (V5),0.329785378,unincorporated-area,,34.08411984,34.20585251,1.83919808,0.194811002,0.184068829,0.056740848
west-whittier-los-nietos,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),west-whittier-los-nietos,West Whittier-Los Nietos,West Whittier-Los Nietos L.A. County Neighborhood (V5),2.614247763,unincorporated-area,,37.84960231,37.93936539,0.952506587,0.136454094,0.136116505,0.05832614
westwood,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),westwood,Westwood,Westwood L.A. County Neighborhood (V5),3.675777296,segment-of-a-city,,32.95676843,32.72251511,1.738349612,0.190942225,0.182275444,0.104164324
whittier,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),whittier,Whittier,Whittier L.A. County Neighborhood (V5),14.74064131,standalone-city,,35.72465696,36.00992966,1.962175017,0.157175053,0.152117729,0.067283245
whittier-narrows,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),whittier-narrows,Whittier Narrows,Whittier Narrows L.A. County Neighborhood (V5),2.899539961,unincorporated-area,,35.52228039,35.65026474,3.156145392,0.173535922,0.154605761,0.098171922
willowbrook,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),willowbrook,Willowbrook,Willowbrook L.A. County Neighborhood (V5),3.766360726,unincorporated-area,,38.27184146,38.4274559,1.386768021,0.108222829,0.106497973,0.059872968
wilmington,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),wilmington,Wilmington,Wilmington L.A. County Neighborhood (V5),9.141292704,segment-of-a-city,,35.92456596,36.19047546,1.57792052,0.060556551,0.046483025,0.051690357
windsor-square,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),windsor-square,Windsor Square,Windsor Square L.A. County Neighborhood (V5),0.683463802,segment-of-a-city,,34.52677337,34.29743958,1.477057683,0.191784106,0.198793262,0.059234009
winnetka,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),winnetka,Winnetka,Winnetka L.A. County Neighborhood (V5),4.777240702,segment-of-a-city,,40.07902808,40.09008408,0.887220599,0.142266358,0.144595295,0.053297904
woodland-hills,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),woodland-hills,Woodland Hills,Woodland Hills L.A. County Neighborhood (V5),14.76830965,segment-of-a-city,,37.80262131,37.80847168,1.776929091,0.17030431,0.169071108,0.067481898
